symbol,daily_volatility,annualized_volatility,min_rolling_vol,max_rolling_vol,mean_rolling_vol
PETR4.SA,0.01790653714762008,0.28425746480965575,0.006301451116281951,0.03269584172093046,0.016910629928127634
VALE3.SA,0.01612982238945892,0.25605299240489954,0.003900909689358014,0.025339169947730857,0.015646771369165573
ITUB4.SA,0.013958289215361835,0.22158097195057386,0.005307641202167984,0.025886429176026356,0.013335200100723007
BBDC4.SA,0.018178383134403567,0.2885728860652961,0.005896050149100087,0.0435068074003899,0.016709628435139096
ABEV3.SA,0.01360320169494333,0.21594413231443427,0.006073975961527734,0.02675392853574597,0.01290647913354069
