symbol,start_date,end_date,initial_capital,final_equity,roi_pct,cdi_final_per_1000,excess_vs_cdi,excess_vs_cdi_pct
PETR4.SA,2023-01-02,2026-04-02,1000,1387.304923539048,38.7304923539048,1379.5037832141684,7.801140324879725,0.565503365761244
VALE3.SA,2023-01-02,2026-04-02,1000,1304.3700564681285,30.437005646812842,1379.5037832141684,-75.13372674603988,-5.446431366138227
ITUB4.SA,2023-01-02,2026-04-02,1000,1189.045689643568,18.904568964356795,1379.5037832141684,-190.45809357060034,-13.8062755527095
BBDC4.SA,2023-01-02,2026-04-02,1000,1038.462279525216,3.846227952521608,1379.5037832141684,-341.0415036889524,-24.722041928318916
ABEV3.SA,2023-01-02,2026-04-02,1000,997.5705980802962,-0.24294019197037553,1379.5037832141684,-381.93318513387214,-27.68627312090357
