symbol,date,equity
BBDC4.SA,2025-01-23,760.4124028070148
BBDC4.SA,2025-01-24,754.5623928888019
BBDC4.SA,2025-01-27,772.7623755319294
BBDC4.SA,2025-01-28,776.0123879296955
BBDC4.SA,2025-01-29,768.2123953683551
BBDC4.SA,2025-01-30,835.0446276016945
BBDC4.SA,2025-01-31,831.7946152039284
BBDC4.SA,2025-02-03,830.4945854492897
BBDC4.SA,2025-02-04,827.894587928843
BBDC4.SA,2025-02-05,846.094632560801
BBDC4.SA,2025-02-06,857.1445755310768
BBDC4.SA,2025-02-07,825.2945904083962
BBDC4.SA,2025-02-10,825.9446052857155
BBDC4.SA,2025-02-11,844.144587928843
BBDC4.SA,2025-02-12,807.7446226425881
BBDC4.SA,2025-02-13,818.1446127243752
BBDC4.SA,2025-02-14,838.2945780106301
BBDC4.SA,2025-02-17,839.5946077652687
BBDC4.SA,2025-02-18,838.9445928879494
BBDC4.SA,2025-02-19,824.6445755310768
BBDC4.SA,2025-02-20,822.6945928879494
BBDC4.SA,2025-02-21,815.5446152039284
BBDC4.SA,2025-02-24,801.8946127243752
BBDC4.SA,2025-02-25,810.9946350403542
BBDC4.SA,2025-02-26,796.0446028061623
BBDC4.SA,2025-02-27,791.4946226425881
BBDC4.SA,2025-02-28,776.5445904083962
BBDC4.SA,2025-03-05,791.4946226425881
BBDC4.SA,2025-03-06,796.6946176834816
BBDC4.SA,2025-03-07,805.7945780106301
BBDC4.SA,2025-03-10,794.7446350403542
BBDC4.SA,2025-03-11,790.1945928879494
BBDC4.SA,2025-03-12,790.1945928879494
BBDC4.SA,2025-03-13,803.1945804901833
BBDC4.SA,2025-03-14,834.3946127243752
BBDC4.SA,2025-03-17,846.094632560801
BBDC4.SA,2025-03-18,845.4446176834816
BBDC4.SA,2025-03-19,852.5945953675026
BBDC4.SA,2025-03-20,848.6946300812477
BBDC4.SA,2025-03-21,859.7446350403542
BBDC4.SA,2025-03-24,868.1945804901833
BBDC4.SA,2025-03-25,910.6881976522268
BBDC4.SA,2025-03-26,924.33820013178
BBDC4.SA,2025-03-27,921.0882497228445
BBDC4.SA,2025-03-28,909.3882298864187
BBDC4.SA,2025-03-31,898.3382249273122
BBDC4.SA,2025-04-01,884.688222447759
BBDC4.SA,2025-04-02,885.3382373250784
BBDC4.SA,2025-04-03,900.938222447759
BBDC4.SA,2025-04-04,891.83820013178
BBDC4.SA,2025-04-07,878.1881976522268
BBDC4.SA,2025-04-08,856.0882497228445
BBDC4.SA,2025-04-09,885.3382373250784
BBDC4.SA,2025-04-10,884.0382075704397
BBDC4.SA,2025-04-11,895.0882125295461
BBDC4.SA,2025-04-14,902.2381902135671
BBDC4.SA,2025-04-15,902.8882050908865
BBDC4.SA,2025-04-16,901.5882373250784
BBDC4.SA,2025-04-17,905.4882026113332
BBDC4.SA,2025-04-22,902.2381902135671
BBDC4.SA,2025-04-23,929.5381951726736
BBDC4.SA,2025-04-24,972.9245981209122
BBDC4.SA,2025-04-25,974.2246278755508
BBDC4.SA,2025-04-28,972.2746452324234
BBDC4.SA,2025-04-29,982.0246204368912
BBDC4.SA,2025-04-30,996.9745906822525
BBDC4.SA,2025-05-02,978.1245931618057
BBDC4.SA,2025-05-05,969.0246328346573
BBDC4.SA,2025-05-06,965.1246055595718
BBDC4.SA,2025-05-07,952.1246179573379
BBDC4.SA,2025-05-08,1084.7246154777847
BBDC4.SA,2025-05-09,1087.3246129982315
BBDC4.SA,2025-05-12,1073.024595641359
BBDC4.SA,2025-05-13,1093.8246377937637
BBDC4.SA,2025-05-14,1092.524608039125
BBDC4.SA,2025-05-15,1102.2746452324234
BBDC4.SA,2025-05-16,972.9245981209122
BBDC4.SA,2025-05-19,972.9245981209122
BBDC4.SA,2025-05-20,972.9245981209122
BBDC4.SA,2025-05-21,972.9245981209122
BBDC4.SA,2025-05-22,972.9245981209122
BBDC4.SA,2025-05-23,972.9245981209122
BBDC4.SA,2025-05-26,972.9245981209122
BBDC4.SA,2025-05-27,972.9245981209122
BBDC4.SA,2025-05-28,972.9245981209122
BBDC4.SA,2025-05-29,972.9245981209122
BBDC4.SA,2025-05-30,972.9245981209122
BBDC4.SA,2025-06-02,972.9245981209122
BBDC4.SA,2025-06-03,972.9245981209122
BBDC4.SA,2025-06-04,972.9245981209122
BBDC4.SA,2025-06-05,972.9245981209122
BBDC4.SA,2025-06-06,972.9245981209122
BBDC4.SA,2025-06-09,972.9245981209122
BBDC4.SA,2025-06-10,972.9245981209122
BBDC4.SA,2025-06-11,972.9245981209122
BBDC4.SA,2025-06-12,972.9245981209122
BBDC4.SA,2025-06-13,972.9245981209122
BBDC4.SA,2025-06-16,972.9245981209122
BBDC4.SA,2025-06-17,972.9245981209122
BBDC4.SA,2025-06-18,972.9245981209122
BBDC4.SA,2025-06-20,972.9245981209122
BBDC4.SA,2025-06-23,972.9245981209122
BBDC4.SA,2025-06-24,972.9245981209122
BBDC4.SA,2025-06-25,972.9245981209122
BBDC4.SA,2025-06-26,972.9245981209122
BBDC4.SA,2025-06-27,972.9245981209122
BBDC4.SA,2025-06-30,972.9245981209122
BBDC4.SA,2025-07-01,972.9245981209122
BBDC4.SA,2025-07-02,972.9245981209122
BBDC4.SA,2025-07-03,972.9245981209122
BBDC4.SA,2025-07-04,972.9245981209122
BBDC4.SA,2025-07-07,972.9245981209122
BBDC4.SA,2025-07-08,972.9245981209122
BBDC4.SA,2025-07-09,972.9245981209122
BBDC4.SA,2025-07-10,993.955128357283
BBDC4.SA,2025-07-11,993.955128357283
BBDC4.SA,2025-07-14,993.955128357283
BBDC4.SA,2025-07-15,993.955128357283
BBDC4.SA,2025-07-16,993.955128357283
BBDC4.SA,2025-07-17,993.955128357283
BBDC4.SA,2025-07-18,965.7551695560135
BBDC4.SA,2025-07-21,966.3551832889236
BBDC4.SA,2025-07-22,963.3551718448318
BBDC4.SA,2025-07-23,978.3551718448318
BBDC4.SA,2025-07-24,966.3551832889236
BBDC4.SA,2025-07-25,959.1551901553787
BBDC4.SA,2025-07-28,951.9551398013748
BBDC4.SA,2025-07-29,950.1551558231033
BBDC4.SA,2025-07-30,965.1551558231033
BBDC4.SA,2025-07-31,957.3551489566482
BBDC4.SA,2025-08-01,959.1551901553787
BBDC4.SA,2025-08-04,965.1551558231033
BBDC4.SA,2025-08-05,966.9551398013748
BBDC4.SA,2025-08-06,965.7551695560135
BBDC4.SA,2025-08-07,972.9551626895584
BBDC4.SA,2025-08-08,983.1551672671951
BBDC4.SA,2025-08-11,979.5551420901932
BBDC4.SA,2025-08-12,1009.9205695533295
BBDC4.SA,2025-08-13,1001.5204917335053
BBDC4.SA,2025-08-14,994.3205558204194
BBDC4.SA,2025-08-15,995.5205832862397
BBDC4.SA,2025-08-18,1046.2061651412819
BBDC4.SA,2025-08-19,1012.6061399642799
BBDC4.SA,2025-08-20,1015.6061514083717
BBDC4.SA,2025-08-21,1012.6061399642799
BBDC4.SA,2025-08-22,1043.8061102096412
BBDC4.SA,2025-08-25,1046.2061651412819
BBDC4.SA,2025-08-26,1043.8061102096412
BBDC4.SA,2025-08-27,1051.0061605636452
BBDC4.SA,2025-08-28,1072.606197184739
BBDC4.SA,2025-08-29,1075.0061376754616
BBDC4.SA,2025-09-01,1068.4061010543678
BBDC4.SA,2025-09-02,1055.8061559860084
BBDC4.SA,2025-09-03,1055.2061422530983
BBDC4.SA,2025-09-04,1075.0061376754616
BBDC4.SA,2025-09-05,1099.6061285201881
BBDC4.SA,2025-09-08,1094.2061193649147
BBDC4.SA,2025-09-09,1084.6061285201881
BBDC4.SA,2025-09-10,1077.4061926071022
BBDC4.SA,2025-09-11,1087.0061834518287
BBDC4.SA,2025-09-12,1075.0061376754616
BBDC4.SA,2025-09-15,1087.0061834518287
BBDC4.SA,2025-09-16,1084.6061285201881
BBDC4.SA,2025-09-17,1120.0061376754616
BBDC4.SA,2025-09-18,1109.2061193649147
BBDC4.SA,2025-09-19,1046.2061651412819
BBDC4.SA,2025-09-22,1046.2061651412819
BBDC4.SA,2025-09-23,1046.2061651412819
BBDC4.SA,2025-09-24,1046.2061651412819
