symbols_used,initial_total,final_total,roi_total_pct,cdi_final_per_5000,cdi_total_equivalent,excess_total_vs_cdi,cdi_source
4,20000,29230.20998942316,46.15104994711581,6897.518916070841,27590.075664283366,1640.1343251397957,proxy_fixed_annual_rate
