symbols_used,initial_total,final_total,roi_total_pct,equivalent_per_1000,cdi_final_per_1000,cdi_total_equivalent,excess_total_vs_cdi,cdi_source
5,5000,5916.753547256257,18.335070945125143,1183.3507094512513,1379.5037832141684,6897.518916070841,-980.7653688145847,proxy_fixed_annual_rate
