date,volatility,returns,symbol,close
2023-01-03,NA,-0.025631094703935542,PETR4.SA,22.34000015258789
2023-01-04,NA,0.031286935872021804,PETR4.SA,23.049999237060547
2023-01-05,NA,0.03537551703729225,PETR4.SA,23.8799991607666
2023-01-06,NA,-0.005879873840290983,PETR4.SA,23.739999771118164
2023-01-09,NA,0.005461095968905649,PETR4.SA,23.8700008392334
2023-01-10,NA,0.009174347451617493,PETR4.SA,24.09000015258789
2023-01-11,NA,0.007856171510733923,PETR4.SA,24.280000686645508
2023-01-12,NA,0.014312183587230631,PETR4.SA,24.6299991607666
2023-01-13,NA,-0.0024390039463995095,PETR4.SA,24.56999969482422
2023-01-16,NA,-0.02180702636191434,PETR4.SA,24.040000915527344
2023-01-17,NA,0.05974332866353027,PETR4.SA,25.520000457763672
2023-01-18,NA,-0.01779057641678161,PETR4.SA,25.06999969482422
2023-01-19,NA,0.03218487019139138,PETR4.SA,25.889999389648438
2023-01-20,NA,0.01837026200185754,PETR4.SA,26.3700008392334
2023-01-23,NA,0.015801685540232313,PETR4.SA,26.790000915527344
2023-01-24,NA,-0.007117487602116057,PETR4.SA,26.600000381469727
2023-01-25,NA,0.012700960677562545,PETR4.SA,26.940000534057617
2023-01-26,NA,-0.025946201768550115,PETR4.SA,26.25
2023-01-27,NA,-0.02429265981208184,PETR4.SA,25.6200008392334
2023-01-30,0.023074090092383568,0.0050612978841941825,PETR4.SA,25.75
2023-01-31,0.02188139310867164,0.012350589129651368,PETR4.SA,26.06999969482422
2023-02-01,0.021651880254891346,-0.01390523057137516,PETR4.SA,25.709999084472656
2023-02-02,0.02346683390579303,-0.04739085593101944,PETR4.SA,24.520000457763672
2023-02-03,0.023496731586953847,0.01095125324141355,PETR4.SA,24.790000915527344
2023-02-06,0.02491120153237542,0.03915864116743961,PETR4.SA,25.780000686645508
2023-02-07,0.02497584943588455,-0.0062256949203041145,PETR4.SA,25.6200008392334
2023-02-08,0.025141084463500597,0.016644409686321637,PETR4.SA,26.049999237060547
2023-02-09,0.02506955311407977,-0.0046171275920832144,PETR4.SA,25.93000030517578
2023-02-10,0.025768562405667286,0.030011711650844486,PETR4.SA,26.719999313354492
2023-02-13,0.025037861855502337,0.0029895360782865588,PETR4.SA,26.799999237060547
2023-02-14,0.021575015814869626,-0.003738265068205404,PETR4.SA,26.700000762939453
2023-02-15,0.02105643896531907,0.0014969691335520174,PETR4.SA,26.739999771118164
2023-02-16,0.01992980390266353,0.00410527204804545,PETR4.SA,26.850000381469727
2023-02-17,0.019883862883663627,-0.01538779997997608,PETR4.SA,26.440000534057617
2023-02-22,0.020345263201090306,-0.026055125061019258,PETR4.SA,25.760000228881836
2023-02-23,0.02152493705960374,0.030206808830681275,PETR4.SA,26.549999237060547
2023-02-24,0.021979517824992228,-0.024786764975067044,PETR4.SA,25.899999618530273
2023-02-27,0.02136737235247689,0.009606221946247828,PETR4.SA,26.149999618530273
2023-02-28,0.022158131917270216,-0.035419147318385136,PETR4.SA,25.239999771118164
2023-03-01,0.022129187604391,0.0023743369729705144,PETR4.SA,25.299999237060547
2023-03-02,0.022602877597647213,-0.026433251683207093,PETR4.SA,24.639999389648438
2023-03-03,0.02454508484136667,0.042119907692976355,PETR4.SA,25.700000762939453
2023-03-06,0.021932146207279443,0.010065834981507926,PETR4.SA,25.959999084472656
2023-03-07,0.023293882550820613,-0.033688995233306596,PETR4.SA,25.100000381469727
2023-03-08,0.021684845237677667,0.012668407426908335,PETR4.SA,25.420000076293945
2023-03-09,0.021663628969809737,-0.004336715306267447,PETR4.SA,25.309999465942383
2023-03-10,0.02143730241171134,-0.01312406708415148,PETR4.SA,24.979999542236328
2023-03-13,0.022466031233450087,-0.03213613967266937,PETR4.SA,24.190000534057617
2023-03-14,0.0212289797804366,-0.017935842572037064,PETR4.SA,23.760000228881836
2023-03-15,0.021282173982835384,-0.017834870731495034,PETR4.SA,23.34000015258789
2023-03-16,0.02128467491754103,-0.003433476465357188,PETR4.SA,23.260000228881836
2023-03-17,0.021572817295281745,0.01069071535682209,PETR4.SA,23.510000228881836
2023-03-20,0.021803857074155004,-0.024979762108657155,PETR4.SA,22.93000030517578
