symbols_used,total_trades,capital,total_pnl,total_return_pct,avg_hold_days,win_rate_pct,cdi_pnl,cdi_return_pct,excess_vs_cdi,outperf_x
5,101,101000,156361.3014805664,154.813169782739,2.9207920792079207,100,25401.989721605714,25.150484872876945,130959.3117589607,6.1554745590489315
