symbol,alerts,trades,capital,total_pnl,total_return_pct,win_rate_pct,avg_hold_days,avg_pnl_trade,cdi_return_pct,excess_vs_cdi,outperf_x
PETR4.SA,20,19,19000,40540.82566810256,213.37276667422398,100,3.263157894736842,2133.7276667422398,20.616701675444983,36623.65234976801,10.349510316112127
VALE3.SA,13,13,13000,25879.93226731506,199.0764020562697,100,2.230769230769231,1990.764020562697,20.15978802130407,23259.15982454553,9.874925363594775
ITUB4.SA,21,19,19000,15806.324985930247,83.19118413647499,100,3.4210526315789473,831.9118413647499,21.972172904464916,11631.612134081912,3.7862065121274324
BBDC4.SA,29,29,29000,47854.38450438451,165.01511898063623,100,2.896551724137931,1650.1511898063623,20.51501539108163,41905.030040970836,8.043626379747797
ABEV3.SA,23,21,21000,26279.834054834053,125.1420669277812,100,2.619047619047619,1251.420669277812,22.1008311974038,21638.659503379255,5.662324000849422
